Feature,Accuracy_Without,Accuracy_Drop
wind_mean,0.9108038914490526,0.06692268305171545
solar_mean,0.9681515616999488,0.009575012800819294
pop_mean,0.9776753712237582,5.120327700980365e-05
dist_roads_mean,0.9809011776753712,-0.0031746031746031633
constraint_pct,0.9809011776753712,-0.0031746031746031633
dist_trans_mean,0.9840757808499744,-0.006349206349206327
dist_sub_mean,0.9840757808499744,-0.006349206349206327
